URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVERAGE NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,69,-42,0.2432432410518627,0.9999999909909911,104.30434782608695,0.2660882140274765,41.828174416045776,104.30434782608695,368,111,1.9486623282718727,0,5.960231381055676
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,57,-40,0.17525773015198218,0.9999999896907218,86.85714285714286,0.260099220411056,34.84689683102157,86.85714285714286,367,97,1.93905031892275,0,5.88731396172927
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,57,-33,0.26666666370370373,0.9999999888888891,88.56,0.27929373996789725,35.535717495987164,88.56,348,90,1.9847512038523274,0,5.947833065810594
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,73,-52,0.16799999865600002,0.9999999920000001,82.76666666666667,0.2619047619047619,33.21142857142857,82.76666666666667,385,125,1.9653061224489796,0,5.851020408163265
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,46,-25,0.2957746437214839,0.9999999859154932,96.95238095238095,0.29793233082706766,38.90012531328321,96.95238095238095,317,71,2.0592105263157894,0,6.18327067669173
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,60,-37,0.23711339961738764,0.9999999896907218,99.95454545454545,0.2960259529602595,40.10022856300229,99.95454545454545,365,97,2.067315490673155,0,6.19059205190592
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,54,-51,0.02857142829931973,0.9999999904761906,60.95454545454545,0.2501547987616099,24.481880101322826,60.95454545454545,404,105,1.9226006191950464,0,5.826006191950464
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,83,-65,0.12162162079985392,0.9999999932432433,53.82539682539682,0.2352670349907919,21.624265544155048,53.82539682539682,511,148,1.919889502762431,0,5.861418047882136
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,66,-42,0.22222222016460907,0.9999999907407409,79.41176470588235,0.28216283405842135,31.87757101597631,79.41176470588235,454,108,2.01491609695463,0,6.1131137352392795
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,48,-22,0.37142856612244907,0.9999999857142859,56.029411764705884,0.3297758804695838,22.54367505807019,56.029411764705884,309,70,2.1632870864461045,0,6.5901814300960515
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,53,-27,0.32499999593750006,0.9999999875000002,116.47058823529412,0.3196803196803197,46.716107421989776,116.47058823529412,320,80,2.1068931068931067,0,6.346653346653347
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,60,-21,0.4814814755372657,0.9999999876543212,132.13333333333333,0.3192346424974824,52.98102719033233,132.13333333333333,317,81,2.097683786505539,0,6.317220543806647
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,53,-26,0.34177214757250446,0.9999999873417723,152.69230769230768,0.3164179104477612,61.20349024110218,152.69230769230768,318,79,2.1054726368159202,0,6.336318407960199
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,55,-25,0.37499999531250006,0.9999999875000002,113.41176470588235,0.3274974253347065,45.495704852486824,113.41176470588235,318,80,2.120494335736354,0,6.35427394438723
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,53,-22,0.4133333278222223,0.9999999866666669,129.53333333333333,0.32274590163934425,51.94243169398907,129.53333333333333,315,75,2.1116803278688523,0,6.383196721311475
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,70,-48,0.18644067638609596,0.9999999915254238,73.22857142857143,0.27308192457737324,29.40066134125952,73.22857142857143,420,118,1.9544863459037711,0,5.831599479843953
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,46,-26,0.27777777391975317,0.9999999861111113,105.63157894736842,0.308300395256917,42.375951737050144,105.63157894736842,312,72,2.1037549407114624,0,6.353754940711463
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,61,-39,0.21999999780000004,0.9999999900000002,95.0,0.28489620615604866,38.11395848246242,95.0,398,100,2.0050107372942017,0,5.938439513242663
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,59,-34,0.26881720141056775,0.9999999892473119,103.2,0.2902638762511374,41.39610555050046,103.2,319,93,2.051865332120109,0,6.148316651501365
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,62,-35,0.27835051259432464,0.9999999896907218,78.62068965517241,0.29292929292929293,31.565447579240683,78.62068965517241,377,97,2.034965034965035,0,6.047397047397047
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,57,-40,0.17525773015198218,0.9999999896907218,85.66666666666667,0.2791762013729977,34.378337147215866,85.66666666666667,366,97,1.996186117467582,0,5.965675057208238
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,54,-31,0.2705882321107267,0.9999999882352942,82.44444444444444,0.2880658436213992,33.093004115226336,82.44444444444444,350,85,2.037037037037037,0,6.106172839506173
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,57,-29,0.3255813915630071,0.9999999883720931,96.95652173913044,0.2855973813420622,38.896847648189,96.95652173913044,349,86,2.013911620294599,0,6.094108019639934
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,55,-28,0.32530120089998554,0.9999999879518074,116.61111111111111,0.3074866310160428,46.767439096850865,116.61111111111111,345,83,2.056149732620321,0,6.146167557932264
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,52,-30,0.26829267965496734,0.9999999878048782,123.58823529411765,0.2992957746478873,49.55501242750622,123.58823529411765,340,82,2.0264084507042255,0,6.085387323943662
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,52,-30,0.26829267965496734,0.9999999878048782,121.94117647058823,0.31525735294117646,48.90257352941177,121.94117647058823,343,82,2.0808823529411766,0,6.217830882352941
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,57,-28,0.34117646657439454,0.9999999882352942,160.6153846153846,0.29724770642201837,64.36505292872265,160.6153846153846,324,85,2.043119266055046,0,6.151376146788991
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,59,-32,0.296703293442821,0.9999999890109892,87.29166666666667,0.30044444444444446,35.03684444444445,87.29166666666667,338,91,2.050666666666667,0,6.142222222222222
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,62,-28,0.37777777358024694,0.9999999888888891,111.21052631578948,0.2848378615249781,44.59814567092579,111.21052631578948,325,90,2.0192813321647676,0,6.024539877300613
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,58,-28,0.34883720524607903,0.9999999883720931,110.36842105263158,0.3043867502238138,44.26912312114216,110.36842105263158,340,86,2.0662488809310653,0,6.147717099373321
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,64,-34,0.30612244585589343,0.9999999897959185,82.10714285714286,0.28503937007874014,32.95687289088864,82.10714285714286,362,98,2.01496062992126,0,6.061417322834646
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,66,-46,0.17857142697704084,0.9999999910714287,44.25396825396825,0.2606936416184971,17.8058647582347,44.25396825396825,451,112,1.9895953757225433,0,5.986127167630058
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,56,-45,0.10891089001078327,0.99999999009901,70.6,0.31527093596059114,28.36610837438424,70.6,448,101,2.0942997888810697,0,6.177339901477833
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,63,-47,0.1454545441322314,0.999999990909091,61.02173913043478,0.2933568489124045,24.526038391738876,61.02173913043478,499,110,2.0552616108171664,0,6.029982363315697
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,72,-60,0.09090909022038568,0.9999999924242425,44.58108108108108,0.2518148820326679,17.933158385245502,44.58108108108108,555,132,1.940562613430127,0,5.799001814882033
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,57,-43,0.1399999986,0.9999999900000002,77.58620689655173,0.2583201267828843,31.13781080933385,77.58620689655173,326,100,1.9714738510301109,0,5.922345483359747
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,48,-19,0.43283581443528635,0.9999999850746272,249.0,0.3152064451158107,99.72608257804633,249.0,313,67,2.123867069486405,0,6.34944612286002
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,47,-22,0.36231883532871256,0.9999999855072467,124.0,0.3031496062992126,49.721259842519686,124.0,308,69,2.050196850393701,0,6.147637795275591
